Branch,CPU,RAM,Storage,GPU,Screen,Pin,Status,Price
Dell,Core i7-6820HQ,16 GB,SSD 256GB,Nvidia Quadro M3000M,17.3 inch Full HD,6 Cells,Old,9.500.000
Dell,Core i7-6820HQ,16 GB,SSD 256GB,Nvidia Quadro M5000M,17.3 inch Full HD,6 Cells,Old,10.500.000
Dell,Core i5-7300HQ,8 GB,SSD 256GB,Nvidia Quadro M620,15.6 inch Full HD,"68 Wh Lithium-Ion, 4 cell",Old,9.800.000
Dell,Core i7-7820HQ,8 GB,SSD 256GB,Nvidia Quadro M620,15.6 inch Full HD,"68 Wh Lithium-Ion, 4 cell",Old,11.800.000
HP,Core i7-6500U,8 GB,SSD 256GB,AMD FirePro W4190M,15.6 inch Full HD,90 Wh,Old,9.900.000
HP,Core i7-6500U,16 GB,SSD 256GB,AMD FirePro W4190M,15.6 inch Full HD,90 Wh,Old,11.200.000
Lenovo,Core i7-6820HQ,8 GB,SSD 256GB,Nvidia Quadro M1000M 2GB,15.6 inch Full HD,90 Wh,Old,10.400.000
Lenovo,Core i7-6820HQ,8 GB,SSD 256GB,Nvidia Quadro M1000M 2GB,15.6 inch Full HD ca?m ??ng,90 Wh,Old,10.900.000
Lenovo,Xeon E3-1505,8 GB,SSD 256GB,Nvidia Quadro M1000M 2GB,15.6 inch Full HD,90 Wh,Old,10.900.000
Lenovo,Xeon E3-1505,8 GB,SSD 256GB,Nvidia Quadro M1000M 2GB,15.6 inch Full HD ca?m ??ng,90 Wh,Old,11.400.000
Lenovo,Core i7-6820HQ,8 GB,SSD 256GB,Nvidia Quadro M2000,15.6 inch Full HD,90 Wh,Old,11.400.000
Lenovo,Xeon E3-1505,8 GB,SSD 256GB,Nvidia Quadro M2000,15.6 inch Full HD,90 Wh,Old,11.900.000
Lenovo,Core i7-6820HQ,8 GB,SSD 256GB,Nvidia Quadro M2000,15.6 inch Full HD ca?m ??ng,90 Wh,Old,11.900.000
Lenovo,Xeon E3-1505,8 GB,SSD 256GB,Nvidia Quadro M2000,15.6 inch Full HD ca?m ??ng,90 Wh,Old,12.400.000
Dell,Core i7-6820HQ,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch Full HD,6 Cell,Old,10.900.000
Dell,Core i7-6820HQ,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch 4K,6 Cell,Old,11.900.000
Dell,Core i7-7820HQ,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch Full HD,6 Cell,Old,12.300.000
Dell,Intel Xeon E3 1505M,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch Full HD,6 Cell,Old,13.000.000
Dell,Core i7-7820HQ,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch 4K,6 Cell,Old,13.300.000
Dell,Intel Xeon E3 1505M,16 GB,SSD 512GB,Nvidia Quadro M1200M 4GB,15.6 inch 4K,6 Cell,Old,14.000.000
Dell,Core i7-7820HQ,16 GB,SSD 256GB,NVIDIA Quadro P3000,17.3 inch Full HD,91WHr,Old,12.600.000
Dell,Core i7-7820HQ,16 GB,SSD 512GB,NVIDIA Quadro P3000,17.3 inch Full HD,91WHr,Old,13.500.000
Dell,Core i7-7820HQ,16 GB,SSD 256GB,NVIDIA Quadro P4000,17.3 inch Full HD,91WHr,Old,14.100.000
Dell,Core i7-7820HQ,16 GB,SSD 512GB,NVIDIA Quadro P4000,17.3 inch Full HD,91WHr,Old,15.000.000
Dell,Core i7-8850H,16 GB,SSD 512GB,Nvidia Quadro P1000 4GB,15.6 inch Full HD,6 Cells,Old,13.200.000
Dell,Core i7-8850H,16 GB,SSD 512GB,Nvidia Quadro P2000 4GB,15.6 inch Full HD,6 Cells,Old,14.000.000
Lenovo,Core i7-8850H,16 GB,SSD 512GB,Nvidia Quadro P2000 4GB,15.6 inch Full HD,6 Cells,Old,15.900.000
HP,Core i7-9750H,16 GB,,Nvidia Quadro T1000 4GB,15.6 inch Full HD,4 cells Li-poly 90 Wh,Old,15.900.000
Lenovo,Core i7-9750H,16 GB,SSD 256GB,Nvidia Quadro T1000 4GB,15.6 inch Full HD,90Whz,Old,16.900.000
Lenovo,Core i7-9750H,16 GB,SSD 256GB,Nvidia Quadro T2000 4GB,15.6 inch Full HD,90Whz,Old,18.900.000
Dell,Core i7-8850H,32 GB,SSD 512GB,Nvidia Quadro P3200 6GB + Intel UHD Graphics 630,17.3 inch Full HD,6 Cell 97WHr,Old,17.900.000
Dell,Core i7-9850H,16 GB,SSD 512GB,Nvidia Quadro RTX3000 6GB,17.3 inch Full HD,6 Cells 97 Whr,Old,20.500.000
Dell,Core i9-9980H,32 GB,SSD 512GB,Nvidia Quadro RTX3000 6GB,17.3 inch Full HD,6 Cells 97 Whr,Old,22.500.000
Dell,Core i5-10310U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,4 Cell 68Whr,Old,8.700.000
Dell,Core i7-10610U,8 GB,SSD 512GB,Intel HD Graphics 620,13.3 inch Full HD,4 Cell 68Whr,Old,9.700.000
Dell,Core i7-10610U,16 GB,SSD 512GB,Intel HD Graphics 620,13.3 inch Full HD,4 Cell 68Whr,Old,10.300.000
Dell,Core i7-7600U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,4 Cell 68Whr,Old,9.800.000
Dell,Core i7-6700HQ,8 GB,SSD 512GB,Nvidia GeForce GTX 960M + Intel HD Graphics 530,15.6 inch Full HD,6 Cell – 84WHr,Old,10.500.000
Dell,Core i7-6700HQ,8 GB,SSD 512GB,Nvidia GeForce GTX 960M + Intel HD Graphics 530,15.6 inch 4K,6 Cell – 84WHr,Old,12.500.000
Dell,Core i5-8265U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WHr,Old,11.500.000
Dell,Core i5-8265U,16 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WHr,Old,12.500.000
Dell,Core i7-8565U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WHr,Old,12.900.000
Dell,Core i7-8565U,16 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WHr,Old,14.500.000
Dell,Core i7-8565U,16 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WHr,Old,15.900.000
Dell,Core i7-7700HQ,16 GB,SSD 512GB,Nvidia GeForce GTX 1050 2GB,15.6 inch Full HD,52WHr,Old,11.900.000
Lenovo,AMD Ryzen 5 PRO 4650U,8 GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,6 cell,Old,12.500.000
Lenovo,Core i7-5600U,8 GB,SSD 240GB,Intel HD Graphics 5500,14 inch Full HD,8-cell (50Wh),Old,12.900.000
Lenovo,Core i5-8250U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,"3Cell, 57WHr",Old,16.500.000
Dell,Core i7-8750H,16 GB,SSD 512GB,Nvidia GTX 1050Ti 4GB + Intel UHD Graphics 630,15.6 inch Full HD,6 Cell 97WHr,Old,16.500.000
Dell,Core i5-10310U,8 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,8.900.000
Dell,Core i5-10310U,16 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,9.600.000
Dell,Core i7-10610U,16 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,10.600.000
HP,Core i5-10310U,8 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,9.200.000
HP,Core i5-10310U,16 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,9.900.000
HP,Core i7-10810U,8 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,11.900.000
HP,Core i7-10810U,16 GB,SSD 512GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,12.900.000
Dell,Core i5-1145G7,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,10.400.000
Dell,Core i7-1185G7,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,11.900.000
Dell,Core i7-1185G7,32 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,12.500.000
Dell,Core i5-1145G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 63Whr,Old,10.600.000
Dell,Core i5-1145G7,16 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 63Whr,Old,11.000.000
HP,Core i5-1145G7,16 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,"3-cell, 53 Wh Li-ion",Old,10.900.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,18.900.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,20.500.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,22.000.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,22.500.000
Dell,Core i7-12650H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,23.500.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,24.000.000
Lenovo,Core i7-8550U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch 2K c?m ?ng,4 cell Li-Polymer 54Whr,Old,25.900.000
Dell,Core i3-4005U,4 GB,SSD 120GB,Intel HD Graphics 4400,15.6 inch HD,4 cell Li-Polymer 54Whr,Old,4.900.000
Dell,Core i3-4005U,4 GB,SSD 120GB,Intel HD Graphics 4400,15.6 inch Full HD,4 cell Li-Polymer 54Whr,Old,5.400.000
Dell,Core i3-4005U,4 GB,SSD 120GB,Nvidia GeForce GT 720M,15.6 inch HD,4 cell Li-Polymer 54Whr,Old,5.400.000
Dell,Core i3-4005U,4 GB,SSD 120GB,Nvidia GeForce GT 720M,15.6 inch Full HD,4 cell Li-Polymer 54Whr,Old,5.900.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Intel HD Graphics 4400,15.6 inch HD,4 cell Li-Polymer 54Whr,Old,5.900.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Intel HD Graphics 4400,15.6 inch Full HD,4 cell Li-Polymer 54Whr,Old,6.400.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Nvidia GeForce GT 720M,15.6 inch HD,4 cell Li-Polymer 54Whr,Old,6.400.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Nvidia GeForce GT 720M,15.6 inch Full HD,4 cell Li-Polymer 54Whr,Old,6.900.000
HP,Core i5-4300U,4 GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,4 cell Li-Polymer 54Whr,Old,5.300.000
Dell,Core i5-8250U,8 GB,SSD 256GB,Intel Graphics HD,14 inch HD,4 cell,Old,5.800.000
Lenovo,Core i5-6300U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,58Wh,Old,7.400.000
Lenovo,Core i5-6300U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD c?m ?ng,58Wh,Old,7.900.000
Lenovo,Core i7-7600U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,58Wh,Old,8.100.000
Lenovo,Core i7-7600U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD c?m ?ng,58Wh,Old,8.600.000
HP,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,58Wh,Old,8.800.000
HP,Core i5-5300U,4 GB,SSD 240GB,Intel HD Graphics 5500,14 inch HD,58Wh,Old,9.200.000
HP,Core i5-5300U,8 GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,58Wh,Old,9.200.000
HP,Core i5-5300U,8 GB,SSD 240GB,Intel HD Graphics 5500,14 inch HD,58Wh,Old,9.600.000
Lenovo,Core i5-6200U,8 GB,SSD 240GB,Intel HD Graphics 520,14 inch Full HD,58Wh,Old,8.900.000
Lenovo,Core i5-6300U,8 GB,SSD 120GB,Intel HD Graphics 520,14 inch HD,3 cell,Old,10.300.000
Lenovo,Core i5-6300U,8 GB,SSD 240GB,Intel HD Graphics 520,14 inch HD,3 cell,Old,10.800.000
Dell,Core i5-8250U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WWHz,Old,10.500.000
Dell,Core i7-8650U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,52WWHz,Old,11.500.000
Dell,Core i5-8250U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch 4K,52WWHz,Old,12.500.000
Dell,Core i7-8650U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch 4K,52WWHz,Old,13.500.000
Dell,Core i5-6200U,4 GB,SSD 128GB,Intel HD Graphics 520,13.3 inch Full HD,52WWHz,Old,10.600.000
Dell,Core i5-6200U,8 GB,SSD 128GB,Intel HD Graphics 520,13.3 inch Full HD,52WWHz,Old,11.200.000
Lenovo,Core i5-6300U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,57Wh,Old,10.700.000
Lenovo,Core i5-7300U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,57Wh,Old,11.100.000
Dell,Core i7-6560U,8 GB,SSD 256GB,Intel HD Graphics 540,13.3 inch Full HD,57Wh,Old,12.500.000
Dell,Core i7-6560U,8 GB,SSD 256GB,Intel HD Graphics 540,13.3 inch 3K c?m ?ng,57Wh,Old,13.300.000
Dell,Core i5-4200M,4 GB,SSD 120GB,Intel Graphics 4600,14 inch HD,57Wh,Old,4.900.000
Dell,Core i5-4200M,4 GB,SSD 120GB,Intel Graphics 4600,14 inch HD+,57Wh,Old,5.100.000
Dell,Core i5-4200M,4 GB,SSD 120GB,AMD Radeon HD 8690M,14 inch HD,57Wh,Old,5.400.000
Dell,Core i5-4200M,4 GB,SSD 120GB,AMD Radeon HD 8690M,14 inch HD+,57Wh,Old,5.600.000
HP,Core i3-4000M,4 GB,SSD 120GB,Intel Graphics 4600,15.6 inch HD,57Wh,Old,5.200.000
HP,Core i5-4200M,4 GB,SSD 120GB,Intel Graphics 4600,15.6 inch HD,57Wh,Old,5.900.000
HP,AMD PRO A10-8730B,4 GB,SSD 120GB,AMD Radeon R5,14 inch Full HD,3-cell (51 WHr),Old,6.900.000
HP,AMD PRO A10-8730B,4 GB,SSD 256GB,AMD Radeon R5,14 inch Full HD,3-cell (51 WHr),Old,7.300.000
HP,AMD PRO A10-8730B,8 GB,SSD 120GB,AMD Radeon R5,14 inch Full HD,3-cell (51 WHr),Old,7.400.000
HP,AMD PRO A10-8730B,8 GB,SSD 256GB,AMD Radeon R5,14 inch Full HD,3-cell (51 WHr),Old,7.800.000
HP,Core i5-4300U,4 GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,3-cell (51 WHr),Old,6.900.000
HP,Core i5-4300U,4 GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD+,3-cell (51 WHr),Old,7.100.000
Dell,Core i5-8250U,8 GB,SSD 256GB,Intel HD Graphics 620,13.3 inch Full HD,3Cell 42Whr,Old,6.900.000
HP,Core i7-8650U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,3Cell 42Whr,Old,7.400.000
HP,Core i5-7200U,8 GB,SSD 256GB,Intel HD Graphics 620,14 inch Full HD,6 Cell 30WHr,Old,8.900.000
HP,Core i5-7200U,4 GB,SSD 120GB,AMD R5 M330,14 inch HD,3 cell,Old,9.200.000
HP,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,3 cell,Old,6.400.000
HP,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,3 cell,Old,6.600.000
HP,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,3 cell,Old,6.900.000
HP,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,3 cell,Old,7.400.000
HP,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,3 cell,Old,7.600.000
HP,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,3 cell,Old,7.900.000
HP,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,8 Cell,Old,6.800.000
HP,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,8 Cell,Old,7.800.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,8 Cell,Old,7.500.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,8 Cell,Old,7.700.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch Full HD,8 Cell,Old,8.000.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,8 Cell,Old,8.200.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,8 Cell,Old,8.400.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 3K,8 Cell,Old,8.500.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 4K,8 Cell,Old,8.700.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 3K,8 Cell,Old,8.700.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch Full HD,8 Cell,Old,8.700.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 4K,8 Cell,Old,8.900.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 3K,8 Cell,Old,9.000.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K1100M,15.6 inch 4K,8 Cell,Old,9.200.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 3K,8 Cell,Old,9.200.000
Dell,Core i7-4800MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 4K,8 Cell,Old,9.400.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 3K,8 Cell,Old,9.400.000
Dell,Core i7-4810MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 4K,8 Cell,Old,9.600.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 3K,8 Cell,Old,9.700.000
Dell,Core i7-4900MQ,8 GB,SSD 256GB,Nvidia Quadro K2100M,15.6 inch 4K,8 Cell,Old,9.900.000
Dell,Core i5-10310U,8 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,8.900.000
Dell,Core i5-10310U,16 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,9.600.000
Dell,Core i7-10610U,16 GB,SSD 512GB,Intel HD Graphics,14 inch Full HD,"4 Cell, 52WHr",Old,10.600.000
HP,Core i5-10310U,8 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,9.200.000
HP,Core i5-10310U,16 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,9.900.000
HP,Core i7-10810U,8 GB,SSD 256GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,11.900.000
HP,Core i7-10810U,16 GB,SSD 512GB,Intel UHD Graphics 630,14 inch Full HD,3 cell 53 Wh Lithium-Ion,Old,12.900.000
Dell,Core i5-1145G7,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,10.400.000
Dell,Core i7-1185G7,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,11.900.000
Dell,Core i7-1185G7,32 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,63 Wh Lithium-Ion,Old,12.500.000
Dell,Core i5-1145G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 63Whr,Old,10.600.000
Dell,Core i5-1145G7,16 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 63Whr,Old,11.000.000
HP,Core i5-1145G7,16 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,"3-cell, 53 Wh Li-ion",Old,10.900.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,18.900.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,20.500.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,22.000.000
Dell,Core i5-12500H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,"3-cell, 56WHz",Old,22.500.000
Dell,Core i7-12650H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,23.500.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,"3-cell, 56WHz",Old,24.000.000
HP,Core i7-6820HQ,RAM 8GB + SSD 256GB,Nvidia Quadro M1000,15.6 inch Full HD,99%,9-cell Lithium ion 90 Wh,Old,7.500.000
HP,Core i7-6820HQ,RAM 8GB + SSD 256GB,Nvidia Quadro M2000,15.6 inch Full HD,99%,9-cell Lithium ion 90 Wh,Old,8.500.000
HP,Core i7-6820HQ,RAM 16GB + SSD 512GB,Nvidia Quadro M1000,15.6 inch Full HD,99%,9-cell Lithium ion 90 Wh,Old,9.300.000
HP,Core i7-6820HQ,RAM 16GB + SSD 512GB,Nvidia Quadro M2000,15.6 inch Full HD,99%,9-cell Lithium ion 90 Wh,Old,10.300.000
Dell,Core i7-6820HQ,8 GB,SSD 240GB,AMD FirePro W5130M,15.6 inch Full HD,84 Wh,Old,8.200.000
Dell,Intel Xeon E3 1505M,8 GB,SSD 240GB,AMD FirePro W5130M,15.6 inch Full HD,84 Wh,Old,8.900.000
HP,Core i7-8750H,8 GB,SSD 256GB + HDD 500GB,Nvidia Quadro P1000 4GB,15.6 inch Full HD,72WHr,Old,13.900.000
HP,Core i7-8750H,16 GB,SSD 256GB + HDD 500GB,Nvidia Quadro P1000 4GB,15.6 inch Full HD,72WHr,Old,14.800.000
HP,Core i7-8750H,8 GB,SSD 256GB + HDD 500GB,Nvidia Quadro P2000 4GB,15.6 inch Full HD,72WHr,Old,14.900.000
HP,Core i7-8750H,16 GB,SSD 256GB + HDD 500GB,Nvidia Quadro P2000 4GB,15.6 inch Full HD,72WHr,Old,15.800.000
Dell,Core i7-4800MQ,8 GB,HDD 500GB + SSD 120GB,AMD FirePro M6100M,17.3 inch Full HD,72WHr,Old,14.400.000
Dell,Core i7-4900MQ,8 GB,HDD 500GB + SSD 120GB,AMD FirePro M6100M,17.3 inch Full HD,72WHr,Old,14.900.000
Dell,Core i7-4800MQ,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K3100M,17.3 inch Full HD,72WHr,Old,15.700.000
Dell,Core i7-4940MX,8 GB,HDD 500GB + SSD 120GB,AMD FirePro M6100M,17.3 inch Full HD,72WHr,Old,15.900.000
Dell,Core i7-4900MQ,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K3100M,17.3 inch Full HD,72WHr,Old,16.200.000
Dell,Core i7-4800MQ,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K4100M,17.3 inch Full HD,72WHr,Old,17.200.000
Dell,Core i7-4940MX,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K3100M,17.3 inch Full HD,72WHr,Old,17.200.000
Dell,Core i7-4900MQ,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K4100M,17.3 inch Full HD,72WHr,Old,17.700.000
Dell,Core i7-4940MX,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K4100M,17.3 inch Full HD,72WHr,Old,18.700.000
Dell,Core i7-4900MQ,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K5100M,17.3 inch Full HD,72WHr,Old,19.200.000
Dell,Core i7-4940MX,8 GB,HDD 500GB + SSD 120GB,Nvidia Quadro K5100M,17.3 inch Full HD,72WHr,Old,20.200.000
HP,Core i7-7700HQ,8 GB,SSD 256GB,Nvidia Quadro M2200,15.6 inch Full HD,9 Cells (51Wh),Old,23.900.000
HP,Core i7-7820HQ,8 GB,SSD 256GB,Nvidia Quadro M2200,15.6 inch Full HD,9 Cells (51Wh),Old,24.900.000
HP,Core i7-7700HQ,16 GB,SSD 512GB,Nvidia Quadro P5000 16GB,17.3 inch Full HD,9 Cell 90 WHr Long Life,Old,24.900.000
HP,Core i5-10210U,8 GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,"3-cell, 41 Wh Li-ion",Old,8.700.000
Dell,Core i5-11300H,16 GB,,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 54WHr,Old,11.800.000
Dell,Core i5-1145G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,4 Cell 63 Wh,Old,12.900.000
Dell,Core i5-1145G7,16 GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,4 Cell 63 Wh,Old,13.900.000
Lenovo,Core i7-12700H,16 GB,SSD 1TB,Nvidia GeForce RTX 3050 4GB,16 inch Full HD,80Wh,Old,22.500.000
HP,Core i5-2520M,4 GB,SSD 120GB,Intel HD Graphics 3000,15.6 inch HD,6 cells,Old,3.900.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Intel HD Graphics 4400,14 inch HD,6 cells,Old,4.500.000
Dell,Core i5-4200U,4 GB,SSD 120GB,Nvidia GeForce GT 720M,14 inch HD,6 cells,Old,5.000.000
Dell,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,12.5 inch HD,6 cells,Old,4.700.000
Dell,Core i7-5600U,4 GB,SSD 120GB,Intel HD Graphics 5500,12.5 inch HD,6 cells,Old,5.300.000
Dell,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,4 cell,Old,4.800.000
Dell,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD+,4 cell,Old,5.000.000
Dell,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,14 inch Full HD,4 cell,Old,5.300.000
HP,Core i5-5300U,4 GB,SSD 120GB,Intel HD Graphics 5500,14 inch HD,4 cell,Old,4.900.000
