Branch,CPU,RAM,Storage,GPU,Screen,Pin,Status,Price
Dell,Core i5-1135G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,3 cell Pin liền,New,11.500.000
Dell,Core i7-1165G7,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,3 cell Pin liền,New,14.400.000
Asus,AMD Ryzen 7-5800H,16 GB,SSD 512GB,AMD Radeon Graphics,14 inch 2.8K,3Cell 63WHrs,New,13.900.000
HP,Core i5-1235U,8 GB,SSD 512GB,Intel UHD Graphics,13.3 inch Full HD,3 Cell 42Whr,New,13.900.000
HP,Core i5-1335U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,"3 Cells, 45Wh",New,14.900.000
Dell,Core i5-1340P,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch QHD+,"4-Cell, 54Wh",New,17.700.000
Dell,Core i7-1360P,16 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch 2.5K,"4-Cell, 54Wh",New,21.400.000
Lenovo,Core i5-1235U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,3 Cell 45WHr,New,17.900.000
Lenovo,Core i5-1340P,16 GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,3 Cell Li-Polymer 39.3Wh,New,26.500.000
Dell,Core i3-1115G4,4 GB,SSD 120GB,Intel Iris Xe Graphics,15.6 inch Full HD,3 Cell-41Wh,New,10.900.000
Acer,Core i5-1235U,8 GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,3 Cell 48WHrs,New,11.800.000
HP,Core i5-1135G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,15.6 inch Full HD,"3-cell, 41 Wh Li-ion",New,12.800.000
Asus,Core i5-13500H,8 GB,SSD 512GB,Intel Iris Xe Graphics,14.5 inch 2K+,70 WHrs,New,15.000.000
Dell,Core i5-1335U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,4 Cell 54 Wh,New,15.900.000
Lenovo,AMD Ryzen 5-7535HS,8 GB,SSD 512GB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD,Integrated 45Wh,New,15.700.000
Lenovo,Core i5-12450H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,18.900.000
Lenovo,Core i5-13420H,8 GB,SSD 1TB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,19.500.000
Lenovo,Ryzen 7-7840HS,8 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,Integrated 60Wh,New,20.500.000
Dell,Core i5-13450HX,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,20.900.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,21.600.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,23.600.000
Dell,Core i7-13650HX,8 GB,SSD 1TB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,24.900.000
Dell,Core i7-13650HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,15.6 inch Full HD,3 Cell 56WHrs,New,28.900.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,21.500.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,24.200.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,25.700.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,28.900.000
Acer,Core i9-13900HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,16 inch 2.5K,"4-cell, 90 Wh",New,32.800.000
Dell,AMD Ryzen 5 5500U,8 GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,4 cell,New,12.900.000
Dell,AMD Ryzen 5 5500U,8 GB,SSD 512GB,AMD Radeon Graphics,14 inch Full HD,4 cell,New,13.300.000
Dell,AMD Ryzen 5 5500U,16 GB,SSD 256GB,AMD Radeon Graphics,14 inch Full HD,4 cell,New,13.300.000
Dell,AMD Ryzen 5 5500U,16 GB,SSD 512GB,AMD Radeon Graphics,14 inch Full HD,4 cell,New,13.700.000
Samsung,Core i5-1135G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,68 Wh Lithium-Ion,New,14.800.000
Samsung,Core i5-1135G7,8 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,68 Wh Lithium-Ion,New,15.600.000
Samsung,Core i7-1165G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,68 Wh Lithium-Ion,New,15.800.000
Samsung,Core i7-1165G7,8 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch Full HD,68 Wh Lithium-Ion,New,16.400.000
Dell,Core i5-1240P,16 GB,SSD 512GB,Intel UHD Graphics,14.0 inch FHD+,4 cell 54 Wh,New,14.300.000
Dell,Core i5-1240P,16 GB,SSD 512GB,Intel UHD Graphics,14 inch 2.2K,4 cell 54 Wh,New,15.400.000
Dell,Core i7-1260P,16 GB,SSD 512GB,Intel UHD Graphics,14 inch 2K,4 cell 54 Wh,New,17.100.000
Dell,Core i5-1340P,8 GB,SSD 512GB,Intel Iris Xe Graphics,16.0 inch FHD+,4 Cell 54Wh,New,15.500.000
Dell,Core i5-1340P,16 GB,SSD 512GB,Intel Iris Xe Graphics,16.0 inch FHD+,4 Cell 54Wh,New,16.600.000
Dell,Core i7-1360P,16 GB,SSD 512GB,Intel Iris Xe Graphics,16 inch 2.5K,4 Cell 54Wh,New,21.000.000
HP,Core i5-1135G7,8 GB,SSD 256GB,Intel Iris Xe Graphics,13.3 inch Full HD,3 Cell 53Whr,New,16.500.000
HP,Core i5-1235U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,3 Cell 43 Wh 3560 mAh Lithium-Polymer,New,18.500.000
HP,Core i7-1250U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,3 Cell 43 Wh 3560 mAh Lithium-Polymer,New,21.600.000
Lenovo,Core i5-1240P,16 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch FHD+,4 Cell 39.3Wh,New,18.900.000
HP,Core i7-1250U,8 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 Inch Full HD cảm ứng,"3Cells, 51Whr",New,20.500.000
Dell,Core i7-11800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16.0 inch 3K,"3 Cell, 56WHr",New,22.900.000
Dell,Core i7-11800H,16 GB,SSD 1TB,Intel UHD Graphics,16.0 inch 3K,"3 Cell, 56WHr",New,24.300.000
Lenovo,Core i5-1235U,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,4 Cell 57Wh internal battery,New,24.900.000
Lenovo,Core i7-1260P,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch WUXGA,4 Cell 57Wh internal battery,New,27.500.000
Lenovo,Core i5-1240P,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,57Whr,New,29.900.000
Lenovo,Core i5-1240P,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch 2.2K,57Whr,New,36.900.000
HP,Core i5-1235U,8 GB,SSD 512GB,Intel Iris Xe Graphics,13.3 inch WUXGA,3 Cell 51Whr,New,31.500.000
HP,Core i7-1260P,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch WUXGA,3 Cell 51 Wh,New,36.900.000
Acer,AMD Ryzen 5 5600H,8 GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,4 Cell 57Wh,New,12.800.000
Acer,AMD Ryzen 5 5600H,8 GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,4 Cell 57Wh,New,13.400.000
Acer,AMD Ryzen 7-5800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,4 Cell 57Wh,New,19.100.000
Hp,AMD Ryzen 5 5600H,8 GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,15.300.000
Hp,AMD Ryzen 5 5600H,8 GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,16.200.000
Hp,AMD Ryzen 5 5600H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,17.200.000
Dell,Core i5-11260H,8 GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-Cell Battery, 56WHr (Integrated)",New,15.400.000
Dell,Core i5-11260H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-Cell Battery, 56WHr (Integrated)",New,15.800.000
Dell,Core i5-11260H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-Cell Battery, 56WHr (Integrated)",New,16.400.000
Dell,Core i7-11800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,"3-Cell Battery, 56WHr (Integrated)",New,17.400.000
HP,AMD Ryzen 5-7535HS,8 GB,SSD 512GB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD,4 Cells 52Wh,New,15.590.000
Lenovo,AMD Ryzen 5-7535HS,8 GB,SSD 512GB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD,60 Wh,New,15.700.000
Asus,AMD Ryzen 7-4800H,8 GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,4 Cell 56WHrs,New,15.700.000
Asus,AMD Ryzen 7-4800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 Cell 56WHrs,New,17.100.000
Asus,AMD Ryzen 7-4800H,8 GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,4 Cell 56WHrs,New,17.700.000
Asus,AMD Ryzen 7-4800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,4 Cell 56WHrs,New,18.700.000
MSI,Core i5-12450H,8 GB,SSD 1TB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD 144GHz,3 Cell 52.4 WHr,New,15.700.000
MSI,Core i5-12450H,8 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 52.4 WHr,New,16.700.000
MSI,Core i7-12650H,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD 144GHz,3 Cell 52.4 WHr,New,20.700.000
HP,Core i5-12450H,8 GB,SSD 512GB,Nvidia GeForce GTX 1650 4GB,15.6 inch Full HD,3-cell 52.5 Wh Li-ion polymer,New,15.900.000
Asus,Core i5-11300H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 Cell – 76Wh,New,15.900.000
Asus,Core i7-11370H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,4 Cell – 76Wh,New,17.500.000
Acer,Core i7-11800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 cell 57.5WHr,New,15.900.000
Acer,Core i7-11800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,4 cell 57.5WHr,New,16.400.000
Acer,Core i7-11800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,4 cell 57.5WHr,New,17.200.000
HP,Core i5-11400H,8 GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,16.200.000
HP,Core i5-11400H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,17.000.000
HP,Core i7-11800H,8 GB,SSD 256GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,17.200.000
HP,Core i7-11800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,16.1 inch Full HD,4 Cell 70WHr Li-ion polymer,New,18.000.000
Asus,Core i5-13500H,8 GB,SSD 512GB,Intel Iris Xe Graphics,14.5 inch 2K+,70 WHrs,New,15.000.000
Dell,Core i5-1335U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,4 Cell 54 Wh,New,15.900.000
Lenovo,AMD Ryzen 5-7535HS,8 GB,SSD 512GB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD,Integrated 45Wh,New,15.700.000
Lenovo,Core i5-12450H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,18.900.000
Lenovo,Core i5-13420H,8 GB,SSD 1TB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,19.500.000
Lenovo,Ryzen 7-7840HS,8 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,Integrated 60Wh,New,20.500.000
Dell,Core i5-13450HX,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,20.900.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,21.600.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,23.600.000
Dell,Core i7-13650HX,8 GB,SSD 1TB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,24.900.000
Dell,Core i7-13650HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,15.6 inch Full HD,3 Cell 56WHrs,New,28.900.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,21.500.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,24.200.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,25.700.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,28.900.000
Acer,Core i9-13900HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,16 inch 2.5K,"4-cell, 90 Wh",New,32.800.000
Dell,AMD Ryzen 5-6600H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,3 Cell 56Wh,New,17.400.000
Dell,AMD Ryzen 5-6600H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,3 Cell 56Wh,New,18.300.000
Dell,AMD Ryzen 7-6800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,3 Cell 56Wh,New,20.900.000
Dell,AMD Ryzen 7-6800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,3 Cell 56Wh,New,21.800.000
Dell,AMD Ryzen 7-6800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,3 Cell 56Wh,New,22.800.000
Lenovo,Core i5-11300H,8 GB,SSD 512GB,Nvidia Geforce MX450 2GB,16 inch WQXGA,"75Wh, 4 cell",New,17.900.000
HP,Core i5-13420H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,4 Cells 70Wh,New,18.400.000
Lenovo,Core i5-12500H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,60Wh,New,18.900.000
Acer,Core i7-11800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,"4-cell, 59Wh",New,19.800.000
Asus,AMD Ryzen 7-6800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 cell 56WHrs,New,19.800.000
Asus,AMD Ryzen 7-6800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch Full HD,4 cell 56WHrs,New,22.900.000
Asus,AMD Ryzen 7-6800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 cell 56WHrs,New,25.500.000
Asus,AMD Ryzen 7-6800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,4 Cell 56WHr,New,19.800.000
Lenovo,Core i7-11370H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,15.6 inch Full HD,3 Cell 45WH,New,20.500.000
Asus,Core i7-11370H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB & Intel UHD Graphics,15.6 inch Full HD,4 Cell 76Whr,New,20.700.000
Dell,AMD Ryzen 5 7640HS,16 GB,SSD 1TB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cells 56Wh,New,20.700.000
Asus,AMD Ryzen 7-6800H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,15.6 inch Full HD,3 Cells 56Wh,New,20.800.000
Acer,Core i7-11375H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,14 inch Full HD,4 Cells,New,20.900.000
Acer,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch 2K 165GHz,4-cell 90Wh,New,22.500.000
Acer,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch 2K 165GHz,4-cell 90Wh,New,25.500.000
Acer,Core i5-13500H,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16.0 inch FHD+,4 Cell 90 WH,New,22.900.000
Acer,Core i5-13500H,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16.0 inch FHD+,4 Cell 90 WH,New,24.900.000
Asus,AMD Ryzen 7 5800HS,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,14 inch Full HD,"4-cell, 76WHrs",New,22.900.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 4GB,16 inch QHD,"6 cells, 81-Wh",New,22.900.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,16 inch QHD,"6 cells, 81-Wh",New,23.400.000
Dell,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch QHD+,"6 cells, 81-Wh",New,24.500.000
Lenovo,AMD Ryzen 5 5600H,8 GB,SSD 256GB,Nvidia GeForce GTX 1650 4GB,17.3 inch Full HD,80 Wh Lithium-Ion,New,23.200.000
Lenovo,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,16 inch WQXGA,"4 cells, 80Wh",New,24.200.000
Lenovo,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3050Ti 4GB,16 inch WQXGA,"4 cells, 80Wh",New,26.900.000
Acer,Core i7-11800H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch WQXGA,"4-cell, 99 Wh",New,24.500.000
Lenovo,AMD Ryzen 7 7735H,16 GB,SSD 512GB,Nvidia GeForce RTX 4060 8GB,15.6 inch Full HD,4 cell 71whr Super Rapid Charge,New,27.500.000
Lenovo,AMD Ryzen 7 7840H,16 GB,SSD 512GB,Nvidia GeForce RTX 4060 8GB,15.6 inch Full HD,"4 cell 80whr, Super Rapid Charge",New,27.900.000
Asus,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,16 inch 2.5K,"4-cell, 90WHrs Li-ion",New,29.900.000
Acer,Core i7-12700H,16 GB,SSD 512GB,Nvidia GeForce GTX 3070Ti 8GB,15.6 inch QHD,"4 cell, 90Whr",New,29.900.000
Lenovo,Core i7-14650HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,16 inch 2.5K,"80whr, Super Rapid Charge",New,33.990.000
Asus,Core i5-13500H,8 GB,SSD 512GB,Intel Iris Xe Graphics,14.5 inch 2K+,70 WHrs,New,15.000.000
Dell,Core i5-1335U,8 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD cảm ứng,4 Cell 54 Wh,New,15.900.000
Lenovo,AMD Ryzen 5-7535HS,8 GB,SSD 512GB,Nvidia GeForce RTX 2050 4GB,15.6 inch Full HD,Integrated 45Wh,New,15.700.000
Lenovo,Core i5-12450H,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,18.900.000
Lenovo,Core i5-13420H,8 GB,SSD 1TB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,Integrated 60Wh,New,19.500.000
Lenovo,Ryzen 7-7840HS,8 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,Integrated 60Wh,New,20.500.000
Dell,Core i5-13450HX,8 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,20.900.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 3050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,21.600.000
Dell,Core i5-13450HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,23.600.000
Dell,Core i7-13650HX,8 GB,SSD 1TB,Nvidia GeForce RTX 4050 6GB,15.6 inch Full HD,3 Cell 56WHrs,New,24.900.000
Dell,Core i7-13650HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,15.6 inch Full HD,3 Cell 56WHrs,New,28.900.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,21.500.000
Acer,Core i5-13500HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,24.200.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,25.700.000
Acer,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4050 6GB,16 inch Full HD,"4-cell, 90 Wh",New,28.900.000
Acer,Core i9-13900HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,16 inch 2.5K,"4-cell, 90 Wh",New,32.800.000
Asus,AMD Ryzen 9 6900HS,16 GB,SSD 512GB,Nvidia GeForce RTX 3060 6GB,15.6 inch WQHD,"4-cell, 90WHrs Li-ion",New,38.500.000
Lenovo,Core i9-14900HX,16 GB,SSD 1TB,Nvidia GeForce RTX 4060 8GB,16 inch 2.5K,"80Whr, 3-Cell",New,39.990.000
Lenovo,Core i7-13700HX,16 GB,SSD 512GB,Nvidia GeForce RTX 4060 8GB,16 inch WQXGA,6-cell 80 Whr,New,43.000.000
Alienware,Core i7-12700H,16 GB,SSD 1TB,Nvidia GeForce RTX 3060 6GB,15.6 inch QHD,3 Cell 56WHr Li-ion polymer,New,51.200.000
Dell,Core i3-1115G4,4 GB,SSD 256GB,Intel UHD Graphics,14 inch HD,"3 Cell, 41Whr",New,11.200.000
Dell,Core i5-11300H,8 GB,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,41Wh,New,11.500.000
Dell,Core i5-11300H,8 GB,SSD 512GB,Intel UHD Graphics,15.6 inch Full HD,41Wh,New,12.000.000
Dell,Core i5-11300H,16 GB,SSD 256GB,Intel UHD Graphics,15.6 inch Full HD,41Wh,New,12.100.000
Dell,Core i5-11300H,16 GB,SSD 512GB,Intel UHD Graphics,15.6 inch Full HD,41Wh,New,12.600.000
Dell,AMD Ryzen 5 5500U,8 GB,SSD 256GB,AMD Radeon Graphics,15.6 inch Full HD,4 Cells/ 54Whs,New,11.500.000
Dell,AMD Ryzen 5 5500U,16 GB,SSD 512GB,AMD Radeon Graphics,15.6 inch Full HD,4 Cells/ 54Whs,New,13.500.000
Dell,AMD Ryzen 5 5500U,8 GB,SSD 256GB,AMD Radeon Graphics,15.6 inch Full HD cảm ứng,4 Cells/ 54Whs,New,15.700.000
Dell,AMD Ryzen 5 5500U,16 GB,SSD 512GB,AMD Radeon Graphics,15.6 inch Full HD cảm ứng,4 Cells/ 54Whs,New,16.700.000
Dell,AMD Ryzen R5-5625U,8 GB,SSD 512GB,AMD Radeon Graphics,16.0 inch FHD+,4 Cell 54WHr,New,12.600.000
Dell,AMD Ryzen R5-5625U,16 GB,SSD 512GB,AMD Radeon Graphics,16.0 inch FHD+,4 Cell 54WHr,New,13.000.000
Surface,Core i5-1035G7,8 GB,SSD 256GB,Intel Iris Plus Graphics,13.5 inch 2K+,3 cell,New,13.800.000
Dell,Core i5-11320H,16 GB,SSD 512GB,Intel Iris Xe Graphics,14 inch Full HD,4 cell 54 Whr,New,15.400.000
Lenovo,Core i5-1235U,8 GB,SSD 256GB,Intel Iris Xe Graphics,14 inch Full HD,3 Cell 45WHr,New,16.900.000
HP,Core i5-10310U,16 GB,SSD 256GB,Intel UHD Graphics,14 inch Full HD,"3 cell, 56 Wh",New,11.600.000
Dell,Core i7-11800H,32 GB,SSD 512GB,Nvidia Quadro T1200 4GB,15.6 inch Full HD,6-cell 86 Whr,New,24.500.000
Dell,Core i7-11800H,32 GB,SSD 512GB,Nvidia RTX A2000 4GB,15.6 inch Full HD,6-cell 86 Whr,New,26.900.000
Dell,Core i7-11850H,32 GB,SSD 512GB,Nvidia RTX A2000 4GB,15.6 inch Full HD,"6 Cell, 95 Wh",New,25.900.000
Dell,Core i7-11850H,32 GB,SSD 512GB,Nvidia RTX A3000 12GB,15.6 inch Full HD,"6 Cell, 95 Wh",New,26.900.000
Dell,Xeon 11855M,32 GB,SSD 512GB,Nvidia RTX A3000 12GB,15.6 inch Full HD,"6 Cell, 95 Wh",New,27.300.000
Dell,Core i7-11850H,32 GB,SSD 1TB,Nvidia RTX A4000 16GB,15.6 inch Full HD,"6 Cell, 95 Wh",New,27.900.000
Dell,Core i7-11800H,32 GB,SSD 512GB,Nvidia RTX A2000 4GB,17.0 inch FHD+,97 Wh Lithium-Ion,New,31.500.000
Dell,Core i7-12850HX,32 GB,SSD 1TB,NVIDIA RTX A1000 4GB,16.0 inch FHD+,83 WHr,New,35.500.000
Dell,Core i7-12850HX,32 GB,SSD 512GB,Nvidia RTX A2000 8GB,16.0 inch FHD+,83 WHr,New,49.000.000
Dell,Core i7-12850HX,32 GB,SSD 512GB,Nvidia RTX A3000 12GB,16.0 inch FHD+,83 WHr,New,54.000.000
Lenovo,Core i7-11850H,32 GB,SSD 512GB,Nvidia RTX A2000 4GB,15.6 inch Full HD,83 WHr,New,25.000.000
